Kirilenko A. (Rus);2
Treshchetka M. (Ukr);0

Demidov S. (Ukr);0
Lysak A. (Ukr);3

Golnik A. (Ukr);1
Chupovskiy A. (Ukr);3

Golnik A. (Ukr);0
Lysak A. (Ukr);3

Demidov S. (Ukr);0
Chupovskiy A. (Ukr);3

Golnik A. (Ukr);2
Demidov S. (Ukr);3

Zaika B. (Ukr);1
Kuznetsov I. (Ukr);3

Tsybulin S. (Ukr);3
Cherevko R. (Ukr);2

Yanishevskiy I. (Ukr);3
Belanchik D. (Ukr);1

Tkachenko A. (Ukr);3
Holoborodko Y. (Ukr);2

Tovkach M. (Ukr);3
Hilitukha S. (Ukr);2

Verbianyi V. (Ukr);3
Baklykov A. (Ukr);1

Alekseenko D. (Ukr);1
Pirveli R. (Ukr);3

Boiko S. (Ukr);3
Shkurupii O. (Ukr);1

Brezickyi O. (Ukr);3
Vasylchuk P. (Ukr);2

Leonenko O. (Ukr);1
Myrza A. (Ukr);3

Baranovskiy S. (Ukr);0
Kats L. (Ukr);3

Nechyporuk V. (Ukr);3
Kushnir V. (Ukr);1

Tsykhotskiy A. (Ukr);2
Semeniuk I. (Ukr);3

Kostyuk A. (Ukr);2
Rubtsov E. (Ukr);3

Baranovskiy S. (Ukr);1
Cherevko R. (Ukr);3

Zaika B. (Ukr);3
Belanchik D. (Ukr);2

Isaev A. (Ukr);1
Holoborodko Y. (Ukr);3

Stasiuk B. (Ukr);0
Hilitukha S. (Ukr);3

Pismennyi Y. (Ukr);1
Baklykov A. (Ukr);3

Skachenko S. (Ukr);2
Pirveli R. (Ukr);3

Shkurupii O. (Ukr);3
Kats L. (Ukr);0

Vasylchuk P. (Ukr);2
Kuznetsov I. (Ukr);3

Tkachenko A. (Ukr);3
Leonenko O. (Ukr);2

Tovkach M. (Ukr);3
Tsykhotskiy A. (Ukr);2

Verbianyi V. (Ukr);2
Nechyporuk V. (Ukr);3

Alekseenko D. (Ukr);3
Kostyuk A. (Ukr);0

Tsybulin S. (Ukr);2
Boiko S. (Ukr);3

Yanishevskiy I. (Ukr);2
Brezickyi O. (Ukr);3

Isaev A. (Ukr);0
Myrza A. (Ukr);3

Stasiuk B. (Ukr);0
Semeniuk I. (Ukr);3

Pismennyi Y. (Ukr);0
Kushnir V. (Ukr);3

Skachenko S. (Ukr);3
Rubtsov E. (Ukr);2

Baranovskiy S. (Ukr);0
Shkurupii O. (Ukr);3

Zaika B. (Ukr);3
Vasylchuk P. (Ukr);2

Leonenko O. (Ukr);1
Holoborodko Y. (Ukr);3

Tsykhotskiy A. (Ukr);3
Hilitukha S. (Ukr);0

Nechyporuk V. (Ukr);3
Baklykov A. (Ukr);1

Kostyuk A. (Ukr);1
Pirveli R. (Ukr);3

Boiko S. (Ukr);3
Cherevko R. (Ukr);1

Brezickyi O. (Ukr);3
Belanchik D. (Ukr);2

Isaev A. (Ukr);1
Leonenko O. (Ukr);3

Stasiuk B. (Ukr);2
Tsykhotskiy A. (Ukr);3

Pismennyi Y. (Ukr);0
Nechyporuk V. (Ukr);3

Skachenko S. (Ukr);3
Kostyuk A. (Ukr);0

Tsybulin S. (Ukr);3
Kats L. (Ukr);1

Yanishevskiy I. (Ukr);2
Kuznetsov I. (Ukr);3

Tkachenko A. (Ukr);2
Myrza A. (Ukr);3

Tovkach M. (Ukr);1
Semeniuk I. (Ukr);3

Alekseenko D. (Ukr);3
Rubtsov E. (Ukr);2

Verbianyi V. (Ukr);3
Kushnir V. (Ukr);0

Baranovskiy S. (Ukr);1
Boiko S. (Ukr);3

Isaev A. (Ukr);0
Tkachenko A. (Ukr);3

Zaika B. (Ukr);1
Brezickyi O. (Ukr);3

Stasiuk B. (Ukr);0
Tovkach M. (Ukr);3

Pismennyi Y. (Ukr);1
Verbianyi V. (Ukr);3

Skachenko S. (Ukr);3
Alekseenko D. (Ukr);1

Tsybulin S. (Ukr);3
Shkurupii O. (Ukr);2

Yanishevskiy I. (Ukr);3
Vasylchuk P. (Ukr);1

Myrza A. (Ukr);3
Holoborodko Y. (Ukr);1

Semeniuk I. (Ukr);3
Hilitukha S. (Ukr);0

Kushnir V. (Ukr);2
Baklykov A. (Ukr);3

Rubtsov E. (Ukr);1
Pirveli R. (Ukr);3

Cherevko R. (Ukr);3
Kats L. (Ukr);2

Belanchik D. (Ukr);3
Kuznetsov I. (Ukr);0

Baranovskiy S. (Ukr);3
Tsybulin S. (Ukr);0

Zaika B. (Ukr);3
Yanishevskiy I. (Ukr);2

Boiko S. (Ukr);2
Kats L. (Ukr);3

Brezickyi O. (Ukr);3
Kuznetsov I. (Ukr);2

Simonchuk D. (Ukr);2
Rychkou V. (Ukr);3

Ilyushchenko S. (Ukr);3
Troian A. (Ukr);0

Andrischak R. (Ukr);1
Demchuk R. (Ukr);3

Vakulenko D. (Ukr);3
Kuzo L. (Ukr);0

Shkurupii O. (Ukr);1
Cherevko R. (Ukr);3

Kalugin V. (Ukr);1
Tkachenko A. (Ukr);3

Vasylchuk P. (Ukr);1
Belanchik D. (Ukr);3

Zapletniuk A. (Ukr);3
Volkov Y. (Ukr);0

Kovalchuk R. (Ukr);0
Syniavskyi I. (Ukr);3

Korobeynik S. (Ukr);0
Polusmiak V. (Ukr);3

Nepochatov A. (Ukr);1
Boychuk V. (Ukr);3

Kovalchuk O. (Ukr);2
Korobeynik S. (Ukr);3

Shapovalov O. (Ukr);3
Rybakov Y. (Ukr);2

Butkov M. (Ukr);-
Plyushch P. (Ukr);-

Polusmiak V. (Ukr);3
Plyushch P. (Ukr);1

Rybakov Y. (Ukr);3
Nepochatov A. (Ukr);0

Plyushch P. (Ukr);1
Kovalchuk O. (Ukr);3

Shapovalov O. (Ukr);3
Boychuk V. (Ukr);0

Butkov M. (Ukr);-
Korobeynik S. (Ukr);-

Polusmiak V. (Ukr);3
Korobeynik S. (Ukr);2

Shapovalov O. (Ukr);3
Nepochatov A. (Ukr);1

Butkov M. (Ukr);-
Kovalchuk O. (Ukr);-

Polusmiak V. (Ukr);3
Kovalchuk O. (Ukr);1

Mashtakov A. (Ukr);2
Yunusov E. (Ukr);3

Rybakov Y. (Ukr);2
Boychuk V. (Ukr);3

Plyushch P. (Ukr);3
Korobeynik S. (Ukr);0

Akimov Y. (Ukr);3
Rodin A. (Ukr);1

Boychuk V. (Ukr);1
Nepochatov A. (Ukr);3

Korobeynik S. (Ukr);3
Kovalchuk O. (Ukr);0

Mashtakov A. (Ukr);3
Rodin A. (Ukr);1

Rybakov Y. (Ukr);3
Shapovalov O. (Ukr);2

Kovalchuk O. (Ukr);0
Plyushch P. (Ukr);3

Akimov Y. (Ukr);2
Yunusov E. (Ukr);3

Mashtakov A. (Ukr);3
Akimov Y. (Ukr);0

Rodin A. (Ukr);2
Yunusov E. (Ukr);3

Yunusov E. (Ukr);3
Mashtakov A. (Ukr);1

Rodin A. (Ukr);3
Akimov Y. (Ukr);2

Rodin A. (Ukr);2
Mashtakov A. (Ukr);3

Yunusov E. (Ukr);3
Akimov Y. (Ukr);0

Akimov Y. (Ukr);3
Mashtakov A. (Ukr);1

Kovalenko Vl. (Ukr);1
Zozulya A. (Ukr);3

Chetverikov O. (Ukr);3
Chilikin A. (Ukr);2

Kalenik S. (Ukr);2
Khorolsky V. (Rus);3

Kolesnik P. (Ukr);3
Saenko O. (Ukr);1

Yunusov E. (Ukr);3
Rodin A. (Ukr);0

Goloveshkin A. (Ukr);1
Abalmaz S. (Ukr);3

Kovalenko Vl. (Ukr);3
Chilikin A. (Ukr);1

Vavrenyuk S. (Ukr);0
Smetenko V. (Ukr);3

Zhuravlev A. (Ukr);3
Cherednichenko P. (Ukr);1

Gimadeev R. (Ukr);3
Medvedev Y. (Ukr);1

Aseev D. (Ukr);3
Gaponov A. (Ukr);0

Chetverikov O. (Ukr);3
Zozulya A. (Ukr);1

Kalenik S. (Ukr);2
Smetenko V. (Ukr);3

Kolesnik P. (Ukr);3
Cherednichenko P. (Ukr);1

Goloveshkin A. (Ukr);2
Medvedev Y. (Ukr);3

Kovalenko Vl. (Ukr);0
Chetverikov O. (Ukr);3

Pavlyuk O. (Ukr);3
Zavada N. (Ukr);0

Vavrenyuk S. (Ukr);1
Khorolsky V. (Rus);3

Zhuravlev A. (Ukr);3
Saenko O. (Ukr);1

Aseev D. (Ukr);0
Zavada N. (Ukr);3

Chilikin A. (Ukr);1
Zozulya A. (Ukr);3

Gimadeev R. (Ukr);1
Abalmaz S. (Ukr);3

Kalenik S. (Ukr);3
Vavrenyuk S. (Ukr);0

Kolesnik P. (Ukr);1
Zhuravlev A. (Ukr);3

Goloveshkin A. (Ukr);2
Gimadeev R. (Ukr);3

Cherednichenko P. (Ukr);1
Saenko O. (Ukr);3

Pavlyuk O. (Ukr);3
Gaponov A. (Ukr);0

Smetenko V. (Ukr);1
Khorolsky V. (Rus);3

Zozulya A. (Ukr);3
Kovalenko Vl. (Ukr);0

Medvedev Y. (Ukr);3
Abalmaz S. (Ukr);2

Aseev D. (Ukr);3
Pavlyuk O. (Ukr);1

Chilikin A. (Ukr);1
Chetverikov O. (Ukr);3

Khorolsky V. (Rus);0
Kalenik S. (Ukr);3

Saenko O. (Ukr);3
Kolesnik P. (Ukr);1

Abalmaz S. (Ukr);3
Goloveshkin A. (Ukr);0

Cherednichenko P. (Ukr);3
Zhuravlev A. (Ukr);2

Chilikin A. (Ukr);0
Kovalenko Vl. (Ukr);3

Smetenko V. (Ukr);3
Vavrenyuk S. (Ukr);1

Zavada N. (Ukr);3
Gaponov A. (Ukr);0

Medvedev Y. (Ukr);2
Gimadeev R. (Ukr);3

Gaponov A. (Ukr);1
Aseev D. (Ukr);3

Smetenko V. (Ukr);3
Kalenik S. (Ukr);0

Zozulya A. (Ukr);0
Chetverikov O. (Ukr);3

Cherednichenko P. (Ukr);3
Kolesnik P. (Ukr);0

Medvedev Y. (Ukr);3
Goloveshkin A. (Ukr);1

Chetverikov O. (Ukr);3
Kovalenko Vl. (Ukr);0

Khorolsky V. (Rus);3
Vavrenyuk S. (Ukr);1

Zavada N. (Ukr);3
Pavlyuk O. (Ukr);0

Saenko O. (Ukr);2
Zhuravlev A. (Ukr);3

Gimadeev R. (Ukr);3
Goloveshkin A. (Ukr);1

Vavrenyuk S. (Ukr);1
Kalenik S. (Ukr);3

Zavada N. (Ukr);3
Aseev D. (Ukr);2

Zhuravlev A. (Ukr);3
Kolesnik P. (Ukr);0

Zozulya A. (Ukr);3
Chilikin A. (Ukr);1

Abalmaz S. (Ukr);3
Gimadeev R. (Ukr);1

Gaponov A. (Ukr);2
Pavlyuk O. (Ukr);3

Khorolsky V. (Rus);3
Smetenko V. (Ukr);0

Saenko O. (Ukr);3
Cherednichenko P. (Ukr);1

Abalmaz S. (Ukr);3
Medvedev Y. (Ukr);1

Ivashkin O. (Ukr);3
Kirsanov K. (Ukr);1

Khimenko A. (Ukr);1
Kovalchuk N. (Ukr);3

Pavlyuk O. (Ukr);3
Aseev D. (Ukr);2

Deynega M. (Ukr);2
Zezyulin A. (Ukr);3

Nesterenko I. (Ukr);2
Yunusov A. (Ukr);3

Burylov V. (Ukr);3
Derypaska R. (Ukr);2

Gaponov A. (Ukr);1
Zavada N. (Ukr);3

Kovalchuk N. (Ukr);1
Ivashkin O. (Ukr);3

Serikov V. (Ukr);3
Kebalo D. (Ukr);2

Deynega K. (Ukr);3
Averyanov A. (Ukr);2

Solomennik A. (Ukr);3
Kaminskiy S. (Ukr);2

Derypaska R. (Ukr);3
Yolkin A. (Ukr);2

Kirsanov K. (Ukr);0
Trofimov M. (Ukr);3

Krutko O. (Ukr);1
Vakulin A. (Ukr);3

Averyanov A. (Ukr);0
Solomennik A. (Ukr);3

Kalyanov V. (Ukr);3
Elkhov A. (Ukr);1

Zezyulin A. (Ukr);0
Kaminskiy S. (Ukr);3

Ivashkin O. (Ukr);3
Khimenko A. (Ukr);0

Kovalchuk N. (Ukr);3
Burylov V. (Ukr);2

Serikov V. (Ukr);2
Vakulin A. (Ukr);3

Deynega M. (Ukr);1
Nesterenko I. (Ukr);3

Maksimenko A. (Ukr);0
Varchenko M. (Ukr);3

Novosad A. (Ukr);3
Tsiupko O. (Ukr);2

Mydvetska A. (Ukr);3
Yureneva S. (Ukr);2

Nalisnykovska O. (Ukr);3
Tsiupko O. (Ukr);0

Novosad A. (Ukr);3
Mydvetska A. (Ukr);0

Nalisnykovska O. (Ukr);3
Yureneva S. (Ukr);0

Mydvetska A. (Ukr);1
Tsiupko O. (Ukr);3

Novosad A. (Ukr);3
Yureneva S. (Ukr);0

Nalisnykovska O. (Ukr);0
Mydvetska A. (Ukr);3

Yureneva S. (Ukr);1
Tsiupko O. (Ukr);3

Nalisnykovska O. (Ukr);3
Novosad A. (Ukr);0

Degteva A. (Ukr);1
Holiak A. (Ukr);3

Pachich Y. (Ukr);3
Kurpa O. (Ukr);0

Kostiuk O. (Ukr);3
Maliuta M. (Ukr);2

Khilinska Y. (Ukr);1
Kovtun N. (Ukr);3

Kurtenko V. (Ukr);3
Aseeva I. (Ukr);2

Kurtenko A. (Ukr);3
Kurtenko V. (Ukr);2

Prykhodko Y. (Ukr);2
Aseeva I. (Ukr);3

Prykhodko Y. (Ukr);0
Kurtenko V. (Ukr);3

Kurtenko A. (Ukr);3
Aseeva I. (Ukr);1

Prykhodko Y. (Ukr);1
Kurtenko A. (Ukr);3

Aseeva I. (Ukr);3
Kurtenko V. (Ukr);0

Kurtenko A. (Ukr);3
Aseeva I. (Ukr);0

Prykhodko Y. (Ukr);3
Kurtenko V. (Ukr);0

Prykhodko Y. (Ukr);3
Aseeva I. (Ukr);1

Kurtenko A. (Ukr);2
Kurtenko V. (Ukr);3

Stefaniuk A. (Ukr);0
Lifanova O. (Ukr);3

Man A. (Ukr);0
Stefanuk O. (Ukr);3

Stefaniuk A. (Ukr);3
Stefanuk O. (Ukr);2

Man A. (Ukr);3
Lifanova O. (Ukr);2

Stefaniuk A. (Ukr);0
Man A. (Ukr);3

Stefanuk O. (Ukr);1
Lifanova O. (Ukr);3

Lifanova O. (Ukr);2
Stefaniuk A. (Ukr);3

Stefanuk O. (Ukr);3
Man A. (Ukr);0

Stefanuk O. (Ukr);3
Stefaniuk A. (Ukr);1

Lifanova O. (Ukr);3
Stefanuk O. (Ukr);2

Man A. (Ukr);3
Stefaniuk A. (Ukr);1

